race_id,枠番,馬番,単勝ｵｯｽﾞ,人気,馬齢,斤量,距離,頭数,馬名,odds,prob,exp_roi
202548052202,7,9,6.7,3.0,3,55,1500,12,エコロディーナ,6.7,0.11907981372744761,0.797834751973899
202548052202,7,10,67.4,10.0,3,57,1500,12,レベリオン,67.4,0.012072715900657541,0.8137010517043184
202548052202,8,11,31.5,5.0,3,55,1500,12,リュウゼンコウ,31.5,0.020957769641164286,0.660169743696675
202548052202,8,12,49.8,8.0,3,51,1500,12,エスパノーラ,49.8,0.011777556509198452,0.5865223141580829
202548052203,1,1,10.3,5.0,4,57,1400,12,ザッフェラーノ,10.3,0.08181491268138548,0.8426936006182705
202548052203,2,2,21.8,11.0,4,55,1400,12,ライトスピード,21.8,0.039850839284118734,0.8687482963937885
202548052203,3,3,4.0,2.0,4,53,1400,12,キタノポリッシュ,4.0,0.18877436972001205,0.7550974788800482
202548052203,4,4,19.1,10.0,6,57,1400,12,パープライト,19.1,0.04526349156929032,0.8645326889734452
202548052203,5,5,18.1,9.0,4,55,1400,12,プロメッサ,18.1,0.047528425988811594,0.86026451039749
202548052203,5,6,59.2,12.0,4,54,1400,12,スレイプナー,59.2,0.012954569620271333,0.766910521520063
202548052203,6,7,11.9,7.0,4,55,1400,12,セロリ,11.9,0.0718197669536242,0.854655226748128
202548052203,6,8,17.1,8.0,4,57,1400,12,サイモンモーニング,17.1,0.05247175746381796,0.8972670526312871
202548052203,7,9,8.1,3.0,5,57,1400,12,ゲイナー,8.1,0.09845131408195171,0.7974556440638088
202548052203,7,10,9.7,4.0,5,55,1400,12,アイノビート,9.7,0.08287762578219669,0.8039129700873079
202548052203,8,11,3.6,1.0,4,57,1400,12,レオハートビート,3.6,0.23459755993754447,0.8445512157751601
202548052203,8,12,11.5,6.0,5,54,1400,12,スターリングナウ,11.5,0.07677680888327357,0.882933302157646
202548052204,1,1,12.3,6.0,4,57,1400,12,ハクサンシャトル,12.3,0.07317175203426404,0.9000125500214478
202548052204,2,2,7.9,5.0,4,53,1400,12,ゼンダンサクラ,7.9,0.09394607353476545,0.742173980924647
202548052204,3,3,7.7,4.0,4,57,1400,12,ロバストネス,7.7,0.10761363255814545,0.82862497069772
202548052204,4,4,3.2,1.0,4,53,1400,12,ゲンブ,3.2,0.22955737820882532,0.734583610268241
202548052204,5,5,39.0,11.0,4,54,1400,12,カムイパパイヤ,39.0,0.020607196638220786,0.8036806688906106
202548052204,5,6,18.7,8.0,6,55,1400,12,ブリリアントギフト,18.7,0.044900312706535495,0.8396358476122138
202548052204,6,7,6.4,3.0,4,55,1400,12,リーゼントキャロル,6.4,0.12449000772055886,0.7967360494115767
202548052204,6,8,15.0,7.0,4,57,1400,12,ブリージョドラード,15.0,0.059343215596258235,0.8901482339438735
202548052204,7,9,44.0,12.0,4,55,1400,12,リトルラフター,44.0,0.018028132747121957,0.7932378408733661
202548052204,7,10,29.7,10.0,5,57,1400,12,レガント,29.7,0.02889331504770781,0.8581314569169219
202548052204,8,11,23.5,9.0,4,53,1400,12,ダックリン,23.5,0.03755204862581499,0.8824731427066522
202548052204,8,12,5.0,2.0,5,55,1400,12,ビクトリーキャッチ,5.0,0.16417377303361938,0.8208688651680969
202548052205,1,1,3.7,2.0,4,57,1500,12,トゥラムプラッツ,3.7,0.22016666149115416,0.8146166475172705
202548052205,2,2,51.1,11.0,4,57,1500,12,ロゴサウンド,51.1,0.018266842689117123,0.933435661413885
202548052205,4,4,,,4,55,1500,12,キタノラトゥール,,0.107925135817786,
202548052205,5,5,20.1,9.0,5,57,1500,12,ヘキレキイッセン,20.1,0.045317091816492364,0.9108735455114966
202548052205,5,6,12.6,5.0,4,57,1500,12,サンライズアザール,12.6,0.07019471802734611,0.884453447144561
202548052205,6,7,20.0,8.0,4,55,1500,12,カプリシャスラブ,20.0,0.043756870887716674,0.8751374177543335
202548052205,6,8,13.5,6.0,5,55,1500,12,フクノデイジー,13.5,0.06724624850197057,0.9078243547766027
202548052205,7,9,17.6,7.0,4,57,1500,12,オグリマックイーン,17.6,0.049776511090691596,0.8760665951961721
202548052205,7,10,10.3,4.0,5,57,1500,12,ポケッティーノ,10.3,0.08135936872637738,0.838001497881687
202548052205,8,11,2.9,1.0,6,53,1500,12,ハーピーティアラ,2.9,0.2443841243823242,0.7087139607087402
202548052205,8,12,5.2,3.0,4,55,1500,12,ギフトフォーユー,5.2,0.16820863534462424,0.8746849037920461
202548052206,1,1,4.4,2.0,3,57,1500,12,トゥーナフォーティ,4.4,0.1777283358097447,0.7820046775628767
202548052206,3,3,14.7,5.0,3,57,1500,12,オッフェンバック,14.7,0.05699503570217675,0.8378270248219981
202548052206,4,4,4.7,3.0,3,53,1500,12,カーティブヨーク,4.7,0.16295864850978256,0.765905647995978
202548052206,5,5,9.6,4.0,3,57,1500,12,スパルタンワールド,9.6,0.09225277349265305,0.8856266255294692
202548052206,5,6,15.5,6.0,3,55,1500,12,フミエ,15.5,0.05681585574860328,0.8806457641033508
202548052206,6,8,54.9,10.0,3,53,1500,12,ヌプルクル,54.9,0.013193032356544914,0.7242974763743157
202548052206,7,9,2.2,1.0,3,57,1500,12,スーパーホース,2.2,0.3618248175213184,0.7960145985469005
202548052206,7,10,48.6,9.0,3,57,1500,12,ソルトミラクル,48.6,0.017102120950909697,0.8311630782142113
202548052206,8,11,40.4,8.0,3,57,1500,12,サンマイメ,40.4,0.02065055867639207,0.8342825705262396
202548052206,8,12,21.9,7.0,3,55,1500,12,ライフフルスマイル,21.9,0.04097141031487627,0.8972738858957903
202548052207,1,1,4.9,2.0,4,57,1700,12,スコア,4.9,0.1658628749792232,0.8127280873981937
202548052207,4,4,13.0,7.0,5,57,1700,12,ケイツードラム,13.0,0.06994014826586771,0.9092219274562803
202548052207,5,5,6.2,3.0,4,57,1700,12,アイアンパシュート,6.2,0.13320060254170524,0.8258437357585725
202548052207,5,6,9.4,4.0,7,57,1700,12,リンノパルピート,9.4,0.08115274249078194,0.7628357794133503
202548052207,6,7,2.7,1.0,5,57,1700,12,アスキステソーロ,2.7,0.2735555219754389,0.7385999093336851
202548052207,6,8,9.5,5.0,4,55,1700,12,ハクサンフラッシュ,9.5,0.0971169605620696,0.9226111253396612
202548052207,7,10,17.5,9.0,4,57,1700,12,クリノエクリプス,17.5,0.05142904131029624,0.9000082229301842
202548052207,8,11,16.0,8.0,6,57,1700,12,サンマイル,16.0,0.053100113844081316,0.8496018215053011
202548052207,8,12,12.4,6.0,5,55,1700,12,マサハヤヴァンス,12.4,0.07168089502979598,0.8888430983694702
202548052208,1,1,8.4,4.0,5,57,1500,12,ジュエルプリンス,8.4,0.09687221532660899,0.8137266087435155
202548052208,2,2,8.0,3.0,4,57,1500,12,テルケンレンジョイ,8.0,0.10583332073152286,0.8466665658521829
202548052208,4,4,2.2,1.0,6,57,1500,12,パピタ,2.2,0.3351562012077485,0.7373436426570468
202548052208,5,5,28.4,8.0,5,55,1500,12,キセキニャン,28.4,0.03068040720138995,0.8713235645194746
202548052208,6,7,3.7,2.0,6,55,1500,12,ドレミフォン,3.7,0.19496945384109954,0.7213869792120683
202548052208,6,8,25.1,7.0,11,56,1500,12,スターライトブルー,25.1,0.02798434168267793,0.7024069762352161
202548052208,7,9,13.5,5.0,7,57,1500,12,ハクサンクラーケン,13.5,0.05970786927389415,0.806056235197571
202548052208,7,10,16.9,6.0,4,55,1500,12,バウブロッサム,16.9,0.053730718169783406,0.9080491370693395
202548052208,8,11,66.0,10.0,5,57,1500,12,グランキューブ,66.0,0.011489850894884959,0.7583301590624073
202548052208,8,12,30.4,9.0,5,55,1500,12,ハスノミ,30.4,0.030549514387663075,0.9287052373849575
202548052209,1,1,58.4,11.0,7,57,1500,12,インフォーマント,58.4,0.013791469741009041,0.805421832874928
202548052209,2,2,13.5,6.0,4,55,1500,12,ココナツキュート,13.5,0.06612920198631472,0.8927442268152488
202548052209,3,3,32.8,10.0,6,55,1500,12,ドラゴステ,32.8,0.023340228772975008,0.7655595037535802
202548052209,4,4,3.3,1.0,4,55,1500,12,ユズノキ,3.3,0.23229415439453635,0.7665707095019699
202548052209,5,5,,,8,57,1500,12,モズプラチナ,,0.05948906667917314,
202548052209,5,6,12.5,5.0,4,53,1500,12,オイデメセ,12.5,0.0663568183079505,0.8294602288493812
202548052209,6,7,8.8,4.0,6,57,1500,12,ビッグベッター,8.8,0.08453018224219075,0.7438656037312786
202548052209,6,8,13.5,7.0,6,51,1500,12,エドノバイオレット,13.5,0.06319699074298059,0.853159375030238
202548052209,7,9,3.6,2.0,4,57,1500,12,メードス,3.6,0.22539046069864277,0.811405658515114
202548052209,8,11,24.5,9.0,4,57,1500,12,ウワサノルイ,24.5,0.035380030787005315,0.8668107542816302
202548052209,8,12,4.5,3.0,4,53,1500,12,レイグレース,4.5,0.16985232280194487,0.7643354526087519
202548052210,1,1,12.5,7.0,3,55,1500,12,テイケイウル,12.5,0.06549941455198187,0.8187426818997734
202548052210,2,2,5.6,2.0,3,52,1500,12,ヨシノサプライズ,5.6,0.14200030156905874,0.7952016887867289
202548052210,3,3,6.9,4.0,3,52,1500,12,ヴォレンティエーリ,6.9,0.11277144757488122,0.7781229882666805
202548052210,5,5,15.5,8.0,3,57,1500,12,ラブリーセナ,15.5,0.05397412366578804,0.8365989168197147
202548052210,5,6,56.9,10.0,3,57,1500,12,ロックマジェスティ,56.9,0.015059236914711104,0.8568705804470618
202548052210,6,7,6.7,3.0,3,55,1500,12,フローラビーナス,6.7,0.11808180228114154,0.7911480752836484
202548052210,7,9,11.6,6.0,3,55,1500,12,アイガー,11.6,0.07352986930891872,0.8529464839834572
202548052210,7,10,2.8,1.0,3,55,1500,12,シャオシンユン,2.8,0.2793651276363027,0.7822223573816476
202548052210,8,11,18.9,9.0,3,57,1500,12,ポメラニアンゴッド,18.9,0.056489708171270164,1.067655484437006
202548052210,8,12,10.4,5.0,3,57,1500,12,タガノビジネス,10.4,0.08998765864015514,0.9358716498576134
202548052211,1,1,23.6,9.0,5,57,1500,12,タイセイラファーガ,23.6,0.03850997227153839,0.9088353456083061
202548052211,3,3,6.5,3.0,4,55,1500,12,ツキシロ,6.5,0.12034437178870488,0.7822384166265818
202548052211,4,4,18.1,7.0,6,55,1500,12,リンクスターツ,18.1,0.04607466182541725,0.8339513790400523
202548052211,5,5,3.4,1.0,4,57,1500,12,ボイラーメーカー,3.4,0.23187374178429923,0.7883707220666174
202548052211,5,6,12.1,5.0,6,57,1500,12,メイショウサキガケ,12.1,0.06671333364728561,0.8072313371321559
202548052211,6,7,14.2,6.0,5,55,1500,12,カールポメロ,14.2,0.05867779245048465,0.833224652796882
202548052211,6,8,6.6,4.0,5,55,1500,12,ハクサンミニョン,6.6,0.12180477330935623,0.803911503841751
202548052211,7,9,24.3,10.0,9,57,1500,12,ボナセーラ,24.3,0.0253875527053907,0.6169175307409941
202548052211,7,10,22.1,8.0,4,57,1500,12,ウインライズ,22.1,0.04019491939874798,0.8883077187123305
202548052211,8,11,3.6,2.0,4,55,1500,12,イッツナッシング,3.6,0.2368829061504119,0.8527784621414829
202548052211,8,12,54.2,11.0,8,57,1500,12,リトルパイングッド,54.2,0.01272652160080533,0.6897774707636489
202548052212,1,1,13.4,9.0,7,57,1700,12,メガゴールド,13.4,0.06933890647220106,0.9291413467274943
202548052212,4,4,4.0,1.0,4,57,1700,12,ソーラレイ,4.0,0.19143205960738252,0.7657282384295301
202548052212,5,5,12.4,8.0,5,57,1700,12,リョウライライ,12.4,0.061462408989035204,0.7621338714640365
202548052212,5,6,4.5,2.0,4,55,1700,12,シトロンヴェール,4.5,0.17231780222693538,0.7754301100212092
202548052212,6,7,11.6,7.0,5,57,1700,12,ルクバー,11.6,0.07269835891412034,0.8433009634037959
202548052212,6,8,9.7,5.0,5,57,1700,12,ダンネワード,9.7,0.08472374275213469,0.8218203046957064
202548052212,7,9,9.4,4.0,8,57,1700,12,レッドブロンクス,9.4,0.0830908438222734,0.78105393192937
202548052212,7,10,5.6,3.0,5,53,1700,12,ペップセ,5.6,0.1366702747757986,0.7653535387444721
202548052212,8,11,11.0,6.0,7,57,1700,12,フォルベルール,11.0,0.06946778116273582,0.764145592790094
202548052212,8,12,21.9,10.0,8,57,1700,12,タイクーンバゴ,21.9,0.03298477056518557,0.7223664753775639
202550052201,1,1,4.2,1.0,4,56,1400,12,メイショウマタベエ,4.2,0.17441748502841664,0.73255343711935
202550052201,2,2,12.6,7.0,8,57,1400,12,アイスシェルフ,12.6,0.06007091824621194,0.7568935699022704
202550052201,3,3,27.7,10.0,4,51,1400,12,ジェイエルマリーナ,27.7,0.03125706227032424,0.8658206248879814
202550052201,4,4,15.9,8.0,4,54,1400,12,ローズライン,15.9,0.05596961464589806,0.8899168728697792
202550052201,5,5,4.2,2.0,7,55,1400,12,クールブリエ,4.2,0.1675773643147696,0.7038249301220324
202550052201,5,6,5.7,3.0,4,55,1400,12,サクセスカノン,5.7,0.13712723201981544,0.7816252225129481
202550052201,6,7,11.8,6.0,5,55,1400,12,シャルトターク,11.8,0.07023664845878577,0.8287924518136721
202550052201,6,8,16.8,9.0,8,55,1400,12,ロイヤルホジャリ,16.8,0.04818268520219559,0.8094691113968859
202550052201,7,9,9.7,5.0,8,52,1400,12,カトゥール,9.7,0.06311381301144733,0.6122039862110391
202550052201,8,11,7.6,4.0,7,55,1400,12,ペイバスク,7.6,0.10563155178674094,0.8027997935792311
202550052201,8,12,34.0,11.0,6,55,1400,12,ユメコイ,34.0,0.025695723489143982,0.8736545986308955
202550052202,1,1,59.7,9.0,5,57,1400,12,サンネンエーグミ,59.7,0.013084493372759635,0.7811442543537502
202550052202,2,2,13.7,6.0,6,56,1400,12,ピロコギガマックス,13.7,0.05925483189020137,0.8117911968957587
202550052202,5,5,13.4,5.0,4,58,1400,12,ハッピーモンスター,13.4,0.06603703589534343,0.884896280997602
202550052202,6,7,11.9,4.0,7,55,1400,12,サンエルサ,11.9,0.06317515790993994,0.7517843791282853
202550052202,6,8,16.0,7.0,8,55,1400,12,トキノヒト,16.0,0.05129577000671704,0.8207323201074727
202550052202,7,9,28.5,8.0,5,52,1400,12,ジョイブラック,28.5,0.02849678315831186,0.812158320011888
202550052202,7,10,2.7,1.0,4,57,1400,12,ワンダービジブル,2.7,0.2997466669050023,0.8093160006435063
202550052202,8,11,2.8,2.0,5,55,1400,12,サトノミネルヴァ,2.8,0.26441755363556807,0.7403691501795906
202550052202,8,12,6.7,3.0,5,55,1400,12,テイケイヴィーノ,6.7,0.1275752352304222,0.8547540760438287
202550052203,2,2,114.3,10.0,4,57,1400,11,デュランヴェリテ,114.3,0.00957469924309648,1.0943881234859276
202550052203,5,5,13.0,3.0,4,52,1400,11,アーウイン,13.0,0.05446991433936444,0.7081088864117377
202550052203,6,7,6.4,2.0,4,55,1400,11,トゥームレイダー,6.4,0.1236162872593119,0.7911442384595961
202550052203,7,8,14.2,4.0,4,57,1400,11,シンゼンコタロウ,14.2,0.05463741990923112,0.7758513627110819
202550052203,7,9,40.5,5.0,8,55,1400,11,ナットビーワン,40.5,0.01298544607905682,0.5259105662018012
202550052203,8,10,1.2,1.0,5,57,1400,11,カレンパンピナップ,1.2,0.7883139148307149,0.9459766977968578
202550052204,1,1,44.5,10.0,9,57,1400,11,エイシンフォーラン,44.5,0.014032333570632516,0.624438843893147
202550052204,2,2,9.3,6.0,6,54,1400,11,クリムゾンメテオ,9.3,0.076469693110358,0.7111681459263295
202550052204,3,3,4.0,2.0,5,57,1400,11,タノムデホンマ,4.0,0.19130967897667406,0.7652387159066962
202550052204,4,4,7.5,4.0,8,57,1400,11,ヴィクトリーナイト,7.5,0.10225133418203092,0.7668850063652319
202550052204,5,5,8.0,5.0,4,57,1400,11,ゴットシャイン,8.0,0.10617981556105499,0.8494385244884399
202550052204,6,6,26.3,7.0,6,53,1400,11,ウルティマン,26.3,0.03160701116918194,0.8312643937494849
202550052204,6,7,43.8,9.0,8,57,1400,11,グリーナリー,43.8,0.014650127756461299,0.6416755957330048
202550052204,7,8,35.9,8.0,9,54,1400,11,ラー,35.9,0.01915607264207994,0.6877030078506698
202550052204,7,9,6.7,3.0,5,54,1400,11,メイショウサトユキ,6.7,0.11128259929578754,0.7455934152817766
202550052204,8,11,2.8,1.0,4,55,1400,11,シャッフルガール,2.8,0.2809792006919053,0.7867417619373348
202550052205,1,1,49.4,10.0,7,54,1230,12,レープハフト,49.4,0.013336297851968165,0.6588131138872273
202550052205,2,2,8.0,4.0,4,55,1230,12,ワンダーエトワール,8.0,0.10184720799801346,0.8147776639841077
202550052205,3,3,10.6,6.0,7,57,1230,12,ケイアイマヌカ,10.6,0.06880404979329306,0.7293229278089064
202550052205,4,4,4.3,2.0,8,55,1230,12,カテドラルロック,4.3,0.1585292482922464,0.6816757676566595
202550052205,5,5,34.5,9.0,6,55,1230,12,ココリヴァルキリー,34.5,0.022382707643124007,0.7722034136877782
202550052205,5,6,3.1,1.0,7,55,1230,12,エピックデイ,3.1,0.23565698606714547,0.7305366568081509
202550052205,6,8,8.7,5.0,8,57,1230,12,アポロファントム,8.7,0.08467067358096551,0.7366348601543999
202550052205,7,9,5.6,3.0,7,57,1230,12,ボニンブルー,5.6,0.12916945671321914,0.7233489575940272
202550052205,7,10,13.2,7.0,7,57,1230,12,アークリオーソ,13.2,0.05996751420191669,0.7915711874653003
202550052205,8,11,27.4,8.0,4,52,1230,12,ドリームチェイサー,27.4,0.03183163654058019,0.8721868412118972
202550052205,8,12,61.7,11.0,4,56,1230,12,サニースター,61.7,0.013080321705777798,0.8070558492464902
202550052206,2,2,9.6,4.0,3,56,1400,10,コスモブレイズ,9.6,0.0859679744705689,0.8252925549174615
202550052206,3,3,6.7,3.0,3,53,1400,10,ヴァラドン,6.7,0.11137838070306419,0.74623515071053
202550052206,4,4,1.4,1.0,3,56,1400,10,フォードスピリット,1.4,0.5704230571984447,0.7985922800778225
202550052206,7,7,22.8,5.0,3,56,1400,10,ジャスティラック,22.8,0.030341570053863242,0.6917877972280819
202550052206,8,9,5.4,2.0,3,55,1400,10,ニンカリ,5.4,0.16100850556997945,0.8694459300778891
202550052206,8,10,30.9,6.0,3,55,1400,10,リンテンリュウ,30.9,0.025050233025545418,0.7740522004893534
202550052207,1,1,18.0,4.0,4,57,1400,10,メイショウヤスマサ,18.0,0.041477347880943156,0.7465922618569768
202550052207,2,2,41.4,8.0,5,55,1400,10,マクギリス,41.4,0.019078713959590567,0.7898587579270495
202550052207,3,3,44.9,9.0,7,56,1400,10,ハングタイム,44.9,0.01556190410866882,0.69872949447923
202550052207,5,5,23.8,5.0,5,57,1400,10,タガノロビンソン,23.8,0.031480992574787973,0.7492476232799538
202550052207,6,6,15.2,3.0,4,57,1400,10,メイプルキャプテン,15.2,0.04042371427635332,0.6144404570005705
202550052207,7,7,28.8,6.0,4,57,1400,10,スマイルクラーク,28.8,0.0246534256068633,0.710018657477663
202550052207,7,8,38.0,7.0,5,55,1400,10,ホウショウマーニ,38.0,0.02082153758079111,0.7912184280700623
202550052207,8,9,2.3,2.0,4,57,1400,10,プロスペクト,2.3,0.360922444050366,0.8301216213158418
202550052207,8,10,1.9,1.0,4,57,1400,10,ビカムキング,1.9,0.4481141685591409,0.8514169202623676
202550052208,1,1,291.0,10.0,7,56,1400,10,コパノジャンピング,291.0,0.0035776668612996685,1.0411010566382035
202550052208,2,2,32.2,7.0,5,57,1400,10,カレーパン,32.2,0.02691469889569181,0.8666533044412763
202550052208,3,3,1.6,1.0,4,58,1400,10,エコロカイザー,1.6,0.49395906623599545,0.7903345059775928
202550052208,4,4,53.1,8.0,4,55,1400,10,ヤマニンラベーラ,53.1,0.012719566065450574,0.6754089580754254
202550052208,6,6,7.4,3.0,4,58,1400,10,チェリアーナ,7.4,0.12039017846837856,0.8908873206660014
202550052208,7,7,20.9,6.0,5,57,1400,10,スターキー,20.9,0.03775983709241696,0.7891805952315144
202550052208,7,8,14.3,5.0,4,57,1400,10,チェリータイム,14.3,0.058974183124941806,0.8433308186866679
202550052208,8,9,5.4,2.0,5,56,1400,10,アグネスシュウ,5.4,0.15653969369431542,0.8453143459493033
202550052208,8,10,7.6,4.0,7,56,1400,10,ブリリアドロ,7.6,0.10694518400486079,0.812783398436942
202550052209,2,2,40.6,7.0,4,54,820,10,サザンウィンド,40.6,0.015138667785276864,0.6146299120822407
202550052209,4,4,5.4,3.0,4,56,820,10,ラブミーテキーラ,5.4,0.15010192934300398,0.8105504184522215
202550052209,5,5,3.2,2.0,5,56,820,10,キスウマイ,3.2,0.2298035533831232,0.7353713708259942
202550052209,6,6,7.6,5.0,4,51,820,10,エイラク,7.6,0.09339267107476433,0.7097843001682089
202550052209,7,7,2.9,1.0,6,58,820,10,シリアスヒッター,2.9,0.3183633655833851,0.9232537601918168
202550052209,7,8,13.9,6.0,7,58,820,10,メイストーム,13.9,0.07578812249120057,1.0534549026276878
202550052209,8,10,6.7,4.0,4,55,820,10,ラクスガウディ,6.7,0.14377843063396886,0.9633154852475914
202550052210,1,1,4.8,3.0,5,55,1400,12,ビナカントー,4.8,0.15820667956912907,0.7593920619318195
202550052210,4,4,6.7,4.0,4,57,1400,12,カレンマウラー,6.7,0.12050797105805121,0.8074034060889431
202550052210,5,5,9.9,5.0,5,55,1400,12,オズモポリタン,9.9,0.07939621818412833,0.7860225600228705
202550052210,6,7,26.3,7.0,5,55,1400,12,エントラップメント,26.3,0.03205520351272457,0.8430518523846562
202550052210,7,10,2.8,1.0,5,58,1400,12,ブエラフェルテ,2.8,0.2785797551443324,0.7800233144041308
202550052210,8,11,3.2,2.0,5,57,1400,12,チェリーロシアン,3.2,0.24087531817449506,0.7708010181583842
202550052210,8,12,23.5,6.0,7,57,1400,12,エイノスケ,23.5,0.03460669430075407,0.8132573160677206
202550052211,1,1,41.4,7.0,3,55,1700,12,レイナボニータ,41.4,0.01904264729644832,0.7883655980729605
202550052211,2,2,2.7,2.0,3,55,1700,12,コパノエミリア,2.7,0.2909248045611291,0.7854969723150487
202550052211,4,4,22.1,6.0,3,55,1700,12,オモチチャン,22.1,0.03786116400099034,0.8367317244218866
202550052211,5,5,2.5,1.0,3,55,1700,12,エスカティア,2.5,0.3078955568592977,0.7697388921482442
202550052211,6,7,19.0,5.0,3,55,1700,12,リヴェルベロ,19.0,0.04327178516785552,0.8221639181892549
202550052211,6,8,3.9,3.0,3,55,1700,12,フリーダム,3.9,0.205125558745811,0.7999896791086629
202550052211,7,9,47.6,8.0,3,55,1700,12,フセノオーロラ,47.6,0.016505318082006486,0.7856531407035088
202550052211,7,10,18.6,4.0,3,55,1700,12,ハナノウタゲ,18.6,0.03715240089225852,0.6910346565960085
202550052211,8,11,53.7,9.0,3,55,1700,12,ウイングスオール,53.7,0.013435197742212152,0.7214701187567926
202550052212,2,2,1.7,1.0,4,55,1400,12,ブーケドグレイス,1.7,0.43589920652220876,0.7410286510877548
202550052212,4,4,25.6,6.0,7,57,1400,12,ラロワイヤル,25.6,0.029144215956219945,0.7460919284792307
202550052212,5,5,3.5,2.0,4,55,1400,12,オテンバムスメ,3.5,0.22288720004292414,0.7801052001502345
202550052212,5,6,10.2,3.0,4,57,1400,12,アカキチノイレブン,10.2,0.08140503117608536,0.8303313179960706
202550052212,7,10,10.5,4.0,5,57,1400,12,エイユーマックス,10.5,0.07837128270666546,0.8228984684199874
202550052212,8,11,12.9,5.0,5,57,1400,12,ウィリデシルバ,12.9,0.07132317928434674,0.920069012768073
